Year,Month,Day,Hour,Minute,Second,nSAT,Lon,Lat,Alt,Speed,hDOP
2021,11,28,12,43,11,11,18.827141,47.124020,103.5,34.53,90
2021,11,28,12,43,11,11,18.827112,47.124039,103.6,34.53,90
2021,11,28,12,43,11,11,18.827082,47.124062,103.6,34.53,90
2021,11,28,12,43,11,11,18.827051,47.124081,103.6,34.53,90
2021,11,28,12,43,11,11,18.827023,47.124100,103.6,34.53,90
2021,11,28,12,43,11,11,18.826992,47.124119,103.6,34.53,90
2021,11,28,12,43,12,11,18.826962,47.124142,103.6,34.53,90
2021,11,28,12,43,12,11,18.826931,47.124161,103.6,34.53,90
2021,11,28,12,43,12,11,18.826902,47.124180,103.7,34.53,90
2021,11,28,12,43,12,11,18.826872,47.124199,103.7,34.53,90
2021,11,28,12,43,12,11,18.826841,47.124222,103.7,34.53,90
2021,11,28,12,43,12,11,18.826811,47.124241,103.7,34.53,90
2021,11,28,12,43,12,11,18.826782,47.124260,103.7,34.53,90
2021,11,28,12,43,12,11,18.826752,47.124283,103.7,34.53,90
2021,11,28,12,43,12,11,18.826721,47.124302,103.7,34.53,90
2021,11,28,12,43,12,11,18.826691,47.124321,103.7,34.53,90
2021,11,28,12,43,13,11,18.826662,47.124340,103.7,34.53,90
2021,11,28,12,43,13,11,18.826633,47.124363,103.7,34.53,90
2021,11,28,12,43,13,11,18.826603,47.124382,103.7,34.53,90
2021,11,28,12,43,13,11,18.826572,47.124401,103.7,34.53,83
2021,11,28,12,43,13,11,18.826544,47.124420,103.7,34.53,83
2021,11,28,12,43,13,11,18.826513,47.124443,103.7,34.53,90
2021,11,28,12,43,13,11,18.826483,47.124462,103.8,34.53,90
2021,11,28,12,43,13,11,18.826454,47.124481,103.8,34.53,90
2021,11,28,12,43,13,11,18.826424,47.124500,103.8,34.53,90
2021,11,28,12,43,13,11,18.826393,47.124523,103.8,34.53,90
2021,11,28,12,43,14,11,18.826363,47.124542,103.8,34.53,90
2021,11,28,12,43,14,11,18.826334,47.124565,103.8,34.53,90
2021,11,28,12,43,14,11,18.826303,47.124584,103.8,34.53,90
2021,11,28,12,43,14,11,18.826275,47.124603,103.8,34.53,83
2021,11,28,12,43,14,11,18.826244,47.124622,103.8,34.53,90
2021,11,28,12,43,14,11,18.826216,47.124645,103.8,34.53,90
2021,11,28,12,43,14,11,18.826185,47.124664,103.8,34.53,90
2021,11,28,12,43,14,11,18.826155,47.124683,103.8,34.53,90
2021,11,28,12,43,14,11,18.826124,47.124706,103.8,34.53,90
2021,11,28,12,43,14,11,18.826097,47.124725,103.8,34.53,90
2021,11,28,12,43,15,11,18.826067,47.124744,103.8,34.53,90
2021,11,28,12,43,15,11,18.826036,47.124763,103.8,34.53,90
2021,11,28,12,43,15,11,18.826006,47.124786,103.8,34.53,90
2021,11,28,12,43,15,11,18.825977,47.124805,103.8,34.53,90
2021,11,28,12,43,15,11,18.825949,47.124828,103.9,34.53,90
2021,11,28,12,43,15,11,18.825918,47.124847,103.9,34.53,90
2021,11,28,12,43,15,11,18.825890,47.124866,103.9,34.53,90
2021,11,28,12,43,15,11,18.825859,47.124889,103.9,34.53,90
2021,11,28,12,43,15,11,18.825830,47.124908,103.9,34.53,90
2021,11,28,12,43,15,11,18.825800,47.124928,103.9,34.53,90
2021,11,28,12,43,16,11,18.825771,47.124950,103.9,34.53,90
2021,11,28,12,43,16,11,18.825741,47.124969,103.9,34.53,90
